X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
610;440;0.3865698;0.4964131;0.3165475;0.4900825;392.3;0.214106;False;2026-06-19 9:40:44 AM:845;1781854844845;;
588;440;0.3728483;0.4962751;0.3165566;0.4900648;391.8;0.2141155;False;2026-06-19 9:40:44 AM:876;1781854844876;;
561;440;0.3553742;0.4964115;0.290453;0.5171;391.2;0.2078593;False;2026-06-19 9:40:44 AM:909;1781854844909;;
542;440;0.3437908;0.4965225;0.2904074;0.5171385;390.6;0.2078098;False;2026-06-19 9:40:44 AM:942;1781854844942;;
543;440;0.3440426;0.4964134;0.3468218;0.4915396;391.5;0.2106645;False;2026-06-19 9:40:44 AM:980;1781854844980;;
544;444;0.3447954;0.5004637;0.3628969;0.5683005;391.0;0.2107103;False;2026-06-19 9:40:45 AM:14;1781854845014;;
545;445;0.3453215;0.5011551;0.3583286;0.5385323;390.5;0.2108289;False;2026-06-19 9:40:45 AM:46;1781854845046;;
544;442;0.3448043;0.4986421;0.3369741;0.4566377;389.2;0.2075115;False;2026-06-19 9:40:45 AM:78;1781854845078;;
542;443;0.343684;0.4992363;0.3277762;0.5318469;388.0;0.2076519;False;2026-06-19 9:40:45 AM:108;1781854845108;;
542;437;0.3438029;0.4931911;0.3598893;0.4227412;388.3;0.2081801;False;2026-06-19 9:40:45 AM:140;1781854845140;;
542;436;0.343841;0.4917836;0.3451738;0.4554899;388.6;0.2082447;False;2026-06-19 9:40:45 AM:170;1781854845170;;
542;435;0.3438752;0.4905699;0.3452252;0.4554272;388.8;0.2083031;False;2026-06-19 9:40:45 AM:201;1781854845201;;
613;431;0.3887371;0.4857708;0.5422321;0.4130397;389.7;0.2048743;False;2026-06-19 9:40:45 AM:231;1781854845231;;
677;422;0.4290054;0.4758621;0.5700285;0.3693922;390.5;0.2049763;False;2026-06-19 9:40:45 AM:261;1781854845261;;
706;427;0.4472737;0.481896;0.5373611;0.550948;390.6;0.2155001;False;2026-06-19 9:40:45 AM:294;1781854845294;;
725;431;0.4592587;0.486181;0.5373567;0.550956;390.7;0.2154829;False;2026-06-19 9:40:45 AM:322;1781854845322;;
755;426;0.4783653;0.4800758;0.5734153;0.4020389;392.4;0.2054789;False;2026-06-19 9:40:45 AM:354;1781854845354;;
765;424;0.4848297;0.4777688;0.5428169;0.4238811;394.0;0.2053796;False;2026-06-19 9:40:45 AM:384;1781854845384;;
775;423;0.4908786;0.4769466;0.5470355;0.4406438;395.6;0.2051179;False;2026-06-19 9:40:45 AM:417;1781854845417;;
781;422;0.4951248;0.4763343;0.5470073;0.4407058;397.1;0.2050555;False;2026-06-19 9:40:45 AM:447;1781854845447;;
785;420;0.4975448;0.4735393;0.539162;0.4089461;398.3;0.2055341;False;2026-06-19 9:40:45 AM:477;1781854845477;;
788;418;0.4994999;0.4712535;0.5391982;0.4088985;399.5;0.2055955;False;2026-06-19 9:40:45 AM:508;1781854845508;;
790;417;0.500365;0.4701139;0.5304536;0.4193663;399.9;0.213591;False;2026-06-19 9:40:45 AM:541;1781854845541;;
791;416;0.5010173;0.4692489;0.5304276;0.419383;400.2;0.2135451;False;2026-06-19 9:40:45 AM:570;1781854845570;;
791;416;0.5015642;0.4685265;0.5305584;0.4192988;400.6;0.2137793;False;2026-06-19 9:40:45 AM:600;1781854845600;;
791;412;0.501479;0.4646526;0.4990322;0.3818298;401.7;0.2150315;False;2026-06-19 9:40:45 AM:631;1781854845631;;
791;409;0.5014127;0.4615876;0.4990864;0.3818277;402.6;0.2150668;False;2026-06-19 9:40:45 AM:661;1781854845661;;
791;396;0.5014193;0.4459468;0.5143316;0.3034668;402.3;0.2102286;False;2026-06-19 9:40:45 AM:694;1781854845694;;
792;390;0.5019712;0.4397157;0.5273862;0.3341489;401.9;0.2101729;False;2026-06-19 9:40:45 AM:725;1781854845725;;
792;384;0.5020518;0.4325881;0.5109187;0.3195109;402.3;0.2113343;False;2026-06-19 9:40:45 AM:757;1781854845757;;
793;379;0.5026324;0.4273745;0.5286347;0.323559;402.7;0.211448;False;2026-06-19 9:40:45 AM:789;1781854845789;;
793;378;0.502465;0.42666;0.4974106;0.3566203;403.3;0.2078889;False;2026-06-19 9:40:45 AM:820;1781854845820;;
793;378;0.5023491;0.4260724;0.4979345;0.356516;403.8;0.2081196;False;2026-06-19 9:40:45 AM:851;1781854845851;;
788;371;0.4990812;0.418825;0.4603215;0.298851;404.4;0.2091461;False;2026-06-19 9:40:45 AM:882;1781854845882;;
784;366;0.496614;0.4132362;0.46038;0.2988527;405.1;0.2091951;False;2026-06-19 9:40:45 AM:912;1781854845912;;
783;366;0.4959261;0.4128437;0.4755752;0.351638;405.4;0.2045703;False;2026-06-19 9:40:45 AM:943;1781854845943;;
781;356;0.4951311;0.4019358;0.4722442;0.2624381;405.8;0.204641;False;2026-06-19 9:40:45 AM:975;1781854845975;;
781;356;0.4947029;0.4010662;0.4754757;0.3516458;406.1;0.2045078;False;2026-06-19 9:40:46 AM:5;1781854846005;;
781;353;0.4946827;0.3984616;0.4922083;0.3049476;406.6;0.2083307;False;2026-06-19 9:40:46 AM:36;1781854846036;;
781;351;0.494666;0.3963853;0.4921339;0.304951;407.1;0.2082924;False;2026-06-19 9:40:46 AM:67;1781854846067;;
775;351;0.4910653;0.3953831;0.4436626;0.3727841;406.8;0.2086378;False;2026-06-19 9:40:46 AM:99;1781854846099;;
771;350;0.4884692;0.3946451;0.4436179;0.3727934;406.6;0.2086178;False;2026-06-19 9:40:46 AM:128;1781854846128;;
771;349;0.4885566;0.3939698;0.4916746;0.361537;406.8;0.2149832;False;2026-06-19 9:40:46 AM:162;1781854846162;;
771;348;0.4885229;0.3919431;0.4858251;0.3146874;407.1;0.2148165;False;2026-06-19 9:40:46 AM:192;1781854846192;;
771;347;0.4885149;0.3918791;0.4789658;0.3401489;407.1;0.2148056;False;2026-06-19 9:40:46 AM:223;1781854846223;;
771;347;0.4885107;0.3918252;0.4791383;0.3401438;407.0;0.2149049;False;2026-06-19 9:40:46 AM:253;1781854846253;;
770;347;0.487664;0.3911809;0.461192;0.3601131;406.9;0.2175184;False;2026-06-19 9:40:46 AM:287;1781854846287;;
769;346;0.4870576;0.3907283;0.4609155;0.360125;406.7;0.2173556;False;2026-06-19 9:40:46 AM:316;1781854846316;;
769;347;0.4871236;0.3918582;0.4896618;0.4107905;406.9;0.2130259;False;2026-06-19 9:40:46 AM:347;1781854846347;;
769;348;0.4871753;0.3927339;0.4896275;0.4108101;407.0;0.2130082;False;2026-06-19 9:40:46 AM:378;1781854846378;;
769;349;0.4872186;0.3934126;0.4897289;0.4107518;407.2;0.2130609;False;2026-06-19 9:40:46 AM:406;1781854846406;;
770;352;0.4877036;0.3964438;0.501075;0.4413162;407.1;0.213408;False;2026-06-19 9:40:46 AM:439;1781854846439;;
770;353;0.4880335;0.3985657;0.500731;0.4414655;407.1;0.2132236;False;2026-06-19 9:40:46 AM:468;1781854846468;;
769;355;0.4875297;0.400057;0.4694678;0.4367875;406.9;0.2166099;False;2026-06-19 9:40:46 AM:500;1781854846500;;
768;369;0.4868014;0.4163139;0.4639641;0.5422404;406.8;0.2165527;False;2026-06-19 9:40:46 AM:531;1781854846531;;
770;379;0.4879766;0.4275668;0.5109239;0.5346664;407.0;0.2119125;False;2026-06-19 9:40:46 AM:563;1781854846563;;
771;379;0.4882939;0.4277425;0.5010489;0.4504071;407.1;0.2120507;False;2026-06-19 9:40:46 AM:593;1781854846593;;
765;374;0.4845948;0.4214167;0.4401291;0.3511234;407.1;0.2156999;False;2026-06-19 9:40:46 AM:627;1781854846627;;
760;370;0.4819473;0.4169125;0.4401238;0.3511239;407.2;0.215696;False;2026-06-19 9:40:46 AM:657;1781854846657;;
761;370;0.4824998;0.4169154;0.4966141;0.417925;406.7;0.2147788;False;2026-06-19 9:40:46 AM:689;1781854846689;;
760;368;0.4815347;0.4150076;0.4551797;0.3700081;406.3;0.2147286;False;2026-06-19 9:40:46 AM:721;1781854846721;;
790;437;0.5009282;0.4927833;0.5921243;0.7312792;407.4;0.1826604;False;2026-06-19 9:40:46 AM:757;1781854846757;;
810;478;0.5132504;0.5389208;0.5920758;0.7312915;408.3;0.1825804;False;2026-06-19 9:40:46 AM:787;1781854846787;;
848;559;0.5376744;0.6304779;0.6481555;0.8937742;407.7;0.1637807;True;2026-06-19 9:40:46 AM:819;1781854846819;;
876;612;0.5549735;0.6897878;0.6483962;0.8938223;407.1;0.1638692;True;2026-06-19 9:40:46 AM:848;1781854846848;;
907;649;0.5746325;0.7313507;0.671281;0.8928536;405.9;0.1584573;True;2026-06-19 9:40:46 AM:881;1781854846881;;
928;673;0.587819;0.7582825;0.6712203;0.8928444;404.9;0.1584359;True;2026-06-19 9:40:46 AM:912;1781854846912;;
958;697;0.6068842;0.785315;0.7062563;0.9221008;404.6;0.1545056;True;2026-06-19 9:40:46 AM:944;1781854846944;;
979;714;0.6205209;0.8045583;0.7062777;0.9220797;404.4;0.1545404;True;2026-06-19 9:40:46 AM:973;1781854846973;;
995;726;0.6305444;0.8186648;0.7062559;0.922101;404.2;0.1545053;True;2026-06-19 9:40:47 AM:5;1781854847005;;
1001;730;0.6344403;0.8230839;0.6833063;0.8781326;404.3;0.1569476;True;2026-06-19 9:40:47 AM:37;1781854847037;;
1006;733;0.637258;0.8262832;0.6832923;0.8781576;404.4;0.1569145;True;2026-06-19 9:40:47 AM:68;1781854847068;;
1009;734;0.6395863;0.8265935;0.6831969;0.8418364;404.3;0.1557798;True;2026-06-19 9:40:47 AM:100;1781854847100;;
1012;734;0.6413599;0.8268362;0.6831963;0.8418385;404.3;0.1557777;True;2026-06-19 9:40:47 AM:130;1781854847130;;
1017;734;0.6443303;0.8270653;0.6949773;0.8422013;404.0;0.1553105;True;2026-06-19 9:40:47 AM:162;1781854847162;;
1019;732;0.6454827;0.8249109;0.6833418;0.7807238;403.7;0.1552891;True;2026-06-19 9:40:47 AM:197;1781854847197;;
1020;734;0.6464163;0.8266208;0.6833764;0.8647528;404.0;0.1558992;True;2026-06-19 9:40:47 AM:232;1781854847232;;
1023;736;0.6482748;0.8289106;0.6950955;0.8774672;404.3;0.1559305;True;2026-06-19 9:40:47 AM:265;1781854847265;;
1026;740;0.6503997;0.8342592;0.6999065;0.9085852;404.0;0.1543234;True;2026-06-19 9:40:47 AM:299;1781854847299;;
1029;744;0.6518799;0.8379113;0.6999032;0.9085898;403.7;0.1543169;True;2026-06-19 9:40:47 AM:329;1781854847329;;
1029;750;0.6522471;0.8447814;0.6891736;0.9378189;403.0;0.1518983;True;2026-06-19 9:40:47 AM:361;1781854847361;;
1030;754;0.6525444;0.8501411;0.6890957;0.9378101;402.4;0.1518702;True;2026-06-19 9:40:47 AM:393;1781854847393;;
1030;757;0.652752;0.8527445;0.6811531;0.9207341;402.2;0.1577954;True;2026-06-19 9:40:47 AM:428;1781854847428;;
1030;758;0.6528986;0.8544961;0.6810651;0.9207237;402.0;0.157763;True;2026-06-19 9:40:47 AM:458;1781854847458;;
1031;760;0.6530759;0.855904;0.6870182;0.9191948;401.8;0.1521547;True;2026-06-19 9:40:47 AM:488;1781854847488;;
1031;761;0.6532272;0.857089;0.6870042;0.9191935;401.7;0.1521491;True;2026-06-19 9:40:47 AM:519;1781854847519;;
1032;761;0.6536854;0.8575941;0.6919383;0.9118044;401.2;0.1527528;True;2026-06-19 9:40:47 AM:550;1781854847550;;
1032;761;0.6540475;0.8579923;0.6919535;0.9117848;400.8;0.1527806;True;2026-06-19 9:40:47 AM:581;1781854847581;;
1033;762;0.6543595;0.8583347;0.6919648;0.9117701;400.4;0.1528012;True;2026-06-19 9:40:47 AM:612;1781854847612;;
1003;761;0.6352845;0.8576604;0.5512404;0.8457323;400.5;0.1568003;True;2026-06-19 9:40:47 AM:644;1781854847644;;
987;761;0.6251987;0.8574775;0.5610716;0.8525494;400.5;0.1568221;True;2026-06-19 9:40:47 AM:672;1781854847672;;
980;761;0.6207478;0.8577068;0.5815991;0.8703297;400.3;0.1588424;True;2026-06-19 9:40:47 AM:705;1781854847705;;
963;761;0.6103475;0.857031;0.5443371;0.8412291;400.0;0.1587944;True;2026-06-19 9:40:47 AM:737;1781854847737;;
945;761;0.5991119;0.8571436;0.5290142;0.8679684;400.0;0.1663795;False;2026-06-19 9:40:47 AM:771;1781854847771;;
933;761;0.5910974;0.8572343;0.529138;0.8679405;400.0;0.1664351;False;2026-06-19 9:40:47 AM:804;1781854847804;;
932;758;0.5902749;0.854534;0.5695173;0.8108959;400.8;0.1695613;False;2026-06-19 9:40:47 AM:836;1781854847836;;
930;756;0.589609;0.8523793;0.5695571;0.8109027;401.5;0.169576;False;2026-06-19 9:40:47 AM:870;1781854847870;;
931;756;0.5901932;0.8520693;0.6060743;0.8358087;401.3;0.1726319;False;2026-06-19 9:40:47 AM:905;1781854847905;;
930;754;0.5890257;0.8500227;0.5627545;0.8043734;401.5;0.1684931;False;2026-06-19 9:40:47 AM:936;1781854847936;;
930;752;0.5890192;0.8478953;0.5855687;0.7975528;401.6;0.168548;False;2026-06-19 9:40:47 AM:969;1781854847969;;
930;751;0.5890135;0.8461575;0.5856113;0.7975588;401.7;0.1685652;False;2026-06-19 9:40:48 AM:0;1781854848000;;
929;751;0.5887278;0.8460913;0.5736711;0.8376427;401.5;0.1697554;False;2026-06-19 9:40:48 AM:33;1781854848033;;
925;750;0.5863398;0.8454484;0.5461313;0.8106737;401.3;0.1697643;False;2026-06-19 9:40:48 AM:64;1781854848064;;
924;749;0.5854917;0.8437471;0.5587896;0.7932631;401.2;0.1633798;True;2026-06-19 9:40:48 AM:97;1781854848097;;
923;748;0.5848626;0.8424976;0.5587149;0.7932765;401.2;0.1633424;True;2026-06-19 9:40:48 AM:126;1781854848126;;
921;744;0.5838145;0.8383561;0.5513981;0.7593101;400.5;0.166814;False;2026-06-19 9:40:48 AM:158;1781854848158;;
921;743;0.5837882;0.8368608;0.5673184;0.7795572;399.9;0.1668478;False;2026-06-19 9:40:48 AM:189;1781854848189;;
920;742;0.5830872;0.8366144;0.5549738;0.8125145;399.2;0.168731;False;2026-06-19 9:40:48 AM:227;1781854848227;;
920;742;0.582989;0.8364572;0.5626238;0.81187;398.6;0.168634;False;2026-06-19 9:40:48 AM:257;1781854848257;;
919;741;0.5825852;0.8354677;0.5560816;0.7852656;398.7;0.1708146;False;2026-06-19 9:40:48 AM:290;1781854848290;;
919;741;0.5822757;0.8347158;0.5560578;0.7852692;398.7;0.1708028;False;2026-06-19 9:40:48 AM:319;1781854848319;;
918;739;0.5817045;0.8324652;0.5511781;0.7644231;398.6;0.1698762;False;2026-06-19 9:40:48 AM:350;1781854848350;;
917;737;0.5812545;0.8307194;0.5511562;0.7644261;398.6;0.1698666;False;2026-06-19 9:40:48 AM:381;1781854848381;;
917;736;0.5808878;0.829307;0.5511716;0.7644238;398.5;0.1698734;False;2026-06-19 9:40:48 AM:410;1781854848410;;
917;736;0.5807558;0.8294086;0.5767461;0.8316576;398.6;0.1683189;False;2026-06-19 9:40:48 AM:443;1781854848443;;
917;738;0.5808636;0.8314919;0.5837542;0.8636087;398.7;0.1682333;False;2026-06-19 9:40:48 AM:475;1781854848475;;
916;738;0.5804639;0.8314018;0.5551653;0.826896;398.4;0.165584;False;2026-06-19 9:40:48 AM:506;1781854848506;;
916;738;0.5803414;0.8312827;0.5597191;0.8201409;398.1;0.1656898;False;2026-06-19 9:40:48 AM:537;1781854848537;;
852;730;0.540086;0.823094;0.3971422;0.7241268;398.2;0.1669124;False;2026-06-19 9:40:48 AM:570;1781854848570;;
810;725;0.5132223;0.8167923;0.3971308;0.724128;398.3;0.1669059;False;2026-06-19 9:40:48 AM:602;1781854848602;;
778;720;0.493136;0.8118704;0.3948108;0.7258185;398.5;0.1738819;False;2026-06-19 9:40:48 AM:637;1781854848637;;
742;716;0.4701138;0.8070456;0.3606;0.7155487;398.6;0.1739857;False;2026-06-19 9:40:48 AM:668;1781854848668;;
738;716;0.4678062;0.806572;0.4314761;0.7544571;398.9;0.1731987;False;2026-06-19 9:40:48 AM:700;1781854848700;;
721;714;0.4569785;0.8048607;0.3771001;0.7349296;399.1;0.1732893;False;2026-06-19 9:40:48 AM:730;1781854848730;;
703;710;0.4456081;0.7997832;0.3657037;0.7031956;398.3;0.1729255;False;2026-06-19 9:40:48 AM:762;1781854848762;;
695;707;0.4404608;0.7972246;0.3829762;0.7161411;397.7;0.1728935;False;2026-06-19 9:40:48 AM:796;1781854848796;;
690;707;0.4374613;0.7962805;0.3880442;0.7278052;397.4;0.1753421;False;2026-06-19 9:40:48 AM:826;1781854848826;;
687;706;0.4351131;0.7954999;0.3882704;0.7277673;397.2;0.175517;False;2026-06-19 9:40:48 AM:857;1781854848857;;
677;704;0.4291823;0.7938749;0.3618013;0.7162319;396.5;0.1771383;False;2026-06-19 9:40:48 AM:889;1781854848889;;
670;703;0.4245534;0.7925361;0.3617805;0.7162356;395.9;0.177122;False;2026-06-19 9:40:48 AM:921;1781854848921;;
668;700;0.4232019;0.7893506;0.3799622;0.695686;395.7;0.1790218;False;2026-06-19 9:40:48 AM:953;1781854848953;;
666;698;0.4221805;0.7869329;0.3800322;0.6956746;395.6;0.1790753;False;2026-06-19 9:40:48 AM:982;1781854848982;;
662;698;0.4195876;0.7868903;0.3654147;0.721334;395.4;0.1757533;False;2026-06-19 9:40:49 AM:17;1781854849017;;
661;698;0.4187639;0.7862659;0.3761237;0.7117731;395.3;0.1756803;False;2026-06-19 9:40:49 AM:46;1781854849046;;
659;697;0.4178462;0.7859617;0.3736421;0.7246935;395.1;0.1743815;False;2026-06-19 9:40:49 AM:78;1781854849078;;
658;697;0.417076;0.7857;0.3737059;0.7246824;394.9;0.17443;False;2026-06-19 9:40:49 AM:111;1781854849111;;
657;696;0.4165892;0.7846978;0.3938507;0.7452409;394.8;0.1763299;False;2026-06-19 9:40:49 AM:147;1781854849147;;
657;696;0.4163058;0.7843577;0.4092743;0.7771585;394.7;0.176229;False;2026-06-19 9:40:49 AM:178;1781854849178;;
652;696;0.4132979;0.784239;0.3553701;0.7316567;394.6;0.1764084;False;2026-06-19 9:40:49 AM:208;1781854849208;;
649;696;0.4116364;0.7841884;0.3631852;0.732829;393.7;0.1782278;False;2026-06-19 9:40:49 AM:241;1781854849241;;
647;696;0.410343;0.7841464;0.3631806;0.7328299;393.0;0.1782243;False;2026-06-19 9:40:49 AM:271;1781854849271;;
647;695;0.4100678;0.7837389;0.3828931;0.7263643;392.7;0.1768439;False;2026-06-19 9:40:49 AM:305;1781854849305;;
647;695;0.4098526;0.7834206;0.3829276;0.7263587;392.5;0.1768706;False;2026-06-19 9:40:49 AM:337;1781854849337;;
645;695;0.4089554;0.7832567;0.3666627;0.7344877;393.0;0.1742714;False;2026-06-19 9:40:49 AM:369;1781854849369;;
644;695;0.4082442;0.7831237;0.366662;0.7344878;393.5;0.1742711;False;2026-06-19 9:40:49 AM:402;1781854849402;;
644;695;0.4080934;0.7829284;0.3729463;0.7289326;394.2;0.1737766;False;2026-06-19 9:40:49 AM:438;1781854849438;;
644;695;0.4079804;0.7827882;0.3728696;0.7289438;394.9;0.1737179;False;2026-06-19 9:40:49 AM:468;1781854849468;;
643;694;0.4074951;0.7820658;0.3876467;0.7201035;395.2;0.174062;False;2026-06-19 9:40:49 AM:505;1781854849505;;
663;694;0.4204881;0.7815943;0.4862219;0.7704079;396.1;0.1729609;False;2026-06-19 9:40:49 AM:539;1781854849539;;
664;693;0.4208887;0.7814954;0.4286563;0.7389986;396.9;0.1730889;False;2026-06-19 9:40:49 AM:571;1781854849571;;
665;693;0.421344;0.7811527;0.4307338;0.7703222;397.5;0.1731989;False;2026-06-19 9:40:49 AM:604;1781854849604;;
665;693;0.4215221;0.7808385;0.4267476;0.7553149;396.8;0.1765535;False;2026-06-19 9:40:49 AM:636;1781854849636;;
665;693;0.4216658;0.7805851;0.4268258;0.7553024;396.1;0.176612;False;2026-06-19 9:40:49 AM:668;1781854849668;;
662;689;0.4195091;0.7765561;0.3797148;0.6935498;396.2;0.1745263;False;2026-06-19 9:40:49 AM:700;1781854849700;;
655;689;0.4149096;0.7759454;0.3578898;0.7249801;396.3;0.1746112;False;2026-06-19 9:40:49 AM:731;1781854849731;;
646;684;0.4093252;0.770591;0.3466247;0.6760967;396.0;0.1687238;False;2026-06-19 9:40:49 AM:763;1781854849763;;
639;680;0.4052787;0.766617;0.3466229;0.6760932;395.8;0.1687246;False;2026-06-19 9:40:49 AM:793;1781854849793;;
629;677;0.3984514;0.7626776;0.3290804;0.6741526;395.3;0.1738639;False;2026-06-19 9:40:49 AM:829;1781854849829;;
621;674;0.3939176;0.7599677;0.3290662;0.6741844;394.8;0.1738351;False;2026-06-19 9:40:49 AM:858;1781854849858;;
594;655;0.3767436;0.7382205;0.2696779;0.5674355;394.9;0.1772883;False;2026-06-19 9:40:49 AM:890;1781854849890;;
574;640;0.3639944;0.7216688;0.2696787;0.5674344;395.0;0.1772895;False;2026-06-19 9:40:49 AM:923;1781854849923;;
568;629;0.3600408;0.7088409;0.2998267;0.5696569;394.6;0.1849976;False;2026-06-19 9:40:49 AM:957;1781854849957;;
566;624;0.3585738;0.7030198;0.3111252;0.5892277;394.2;0.1849941;False;2026-06-19 9:40:49 AM:987;1781854849987;;
564;621;0.3572508;0.6999177;0.3099867;0.6019907;394.2;0.1854608;False;2026-06-19 9:40:50 AM:18;1781854850018;;
559;617;0.3543536;0.6959444;0.2938225;0.588909;394.2;0.1854664;False;2026-06-19 9:40:50 AM:47;1781854850047;;
558;609;0.353437;0.6863633;0.307717;0.5498472;394.2;0.1822385;False;2026-06-19 9:40:50 AM:80;1781854850080;;
556;603;0.3527274;0.6792318;0.3077185;0.5498531;394.2;0.1822376;False;2026-06-19 9:40:50 AM:110;1781854850110;;
556;598;0.3521388;0.6735132;0.3077168;0.5498452;394.1;0.1822389;False;2026-06-19 9:40:50 AM:139;1781854850139;;
547;595;0.3466009;0.6704039;0.2699041;0.5622034;393.9;0.1801851;False;2026-06-19 9:40:50 AM:171;1781854850171;;
540;593;0.3421801;0.6678302;0.2699023;0.5621983;393.6;0.1801856;False;2026-06-19 9:40:50 AM:202;1781854850202;;
537;592;0.3406568;0.6669195;0.2843559;0.5736009;393.3;0.1792154;False;2026-06-19 9:40:50 AM:232;1781854850232;;
535;591;0.3394016;0.6661528;0.2843601;0.5735626;392.9;0.1792292;False;2026-06-19 9:40:50 AM:262;1781854850262;;
519;586;0.3292974;0.6601419;0.2344422;0.5326077;392.5;0.1814058;False;2026-06-19 9:40:50 AM:295;1781854850295;;
508;582;0.3218208;0.6554896;0.2344416;0.5326216;392.1;0.1814014;False;2026-06-19 9:40:50 AM:328;1781854850328;;
504;580;0.3196197;0.6538005;0.2565222;0.5492592;392.4;0.1822538;False;2026-06-19 9:40:50 AM:361;1781854850361;;
498;578;0.3158107;0.6517464;0.2411667;0.542164;392.7;0.1822497;False;2026-06-19 9:40:50 AM:391;1781854850391;;
495;575;0.3135036;0.6481859;0.2478717;0.5288856;392.4;0.1838593;False;2026-06-19 9:40:50 AM:423;1781854850423;;
492;573;0.3118079;0.6455598;0.2478747;0.5289024;392.1;0.1838593;False;2026-06-19 9:40:50 AM:453;1781854850453;;
491;572;0.3115738;0.6444784;0.2595569;0.565322;392.1;0.1838348;False;2026-06-19 9:40:50 AM:484;1781854850484;;
491;571;0.3113687;0.6435438;0.2595575;0.5653229;392.1;0.183835;False;2026-06-19 9:40:50 AM:517;1781854850517;;
486;532;0.3083262;0.5996156;0.23518;0.3539036;392.4;0.1989846;False;2026-06-19 9:40:50 AM:547;1781854850547;;
482;504;0.3058776;0.5677915;0.2351786;0.3538817;392.6;0.1989705;False;2026-06-19 9:40:50 AM:576;1781854850576;;
479;475;0.3035014;0.5359592;0.2337233;0.3321872;392.7;0.19892;False;2026-06-19 9:40:50 AM:609;1781854850609;;
476;455;0.3016097;0.5128835;0.2337235;0.3321902;392.8;0.1989216;False;2026-06-19 9:40:50 AM:641;1781854850641;;
476;441;0.3015992;0.4972139;0.2475561;0.3360445;393.0;0.1982462;False;2026-06-19 9:40:50 AM:671;1781854850671;;
474;425;0.3003924;0.4796024;0.2364633;0.3152087;393.2;0.1982477;False;2026-06-19 9:40:50 AM:704;1781854850704;;
472;408;0.2993354;0.4598587;0.2358364;0.2874106;393.6;0.2034917;False;2026-06-19 9:40:50 AM:736;1781854850736;;
471;395;0.2984817;0.4451065;0.2358353;0.2873979;394.0;0.2034814;False;2026-06-19 9:40:50 AM:767;1781854850767;;
470;385;0.297787;0.4338606;0.2358357;0.2874017;394.4;0.2034846;False;2026-06-19 9:40:50 AM:799;1781854850799;;
469;376;0.2970583;0.4236223;0.2344986;0.2801212;395.0;0.1985338;False;2026-06-19 9:40:50 AM:829;1781854850829;;
468;368;0.296549;0.4153047;0.2351804;0.2768301;395.7;0.1985199;False;2026-06-19 9:40:50 AM:859;1781854850859;;
467;358;0.2958853;0.4034665;0.2481942;0.2492079;396.4;0.2056168;False;2026-06-19 9:40:50 AM:890;1781854850890;;
466;350;0.2953494;0.3943733;0.2481805;0.2492007;397.0;0.2056036;False;2026-06-19 9:40:50 AM:919;1781854850919;;
464;343;0.2942305;0.3873268;0.2642919;0.2538507;397.3;0.2004373;False;2026-06-19 9:40:50 AM:951;1781854850951;;
463;338;0.2933275;0.3817149;0.2643069;0.2538578;397.6;0.2004457;False;2026-06-19 9:40:50 AM:984;1781854850984;;
